,Name,Actual_price,Selling_price,Overall_rating,No_of_ratings_and_reviews,Reviews,Discount,One_star,Two_star,Three_star,Four_star,Five_star,Postive,Negative,Neutral
775,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
776,"Vaio E Series Ryzen 7 Quad Core 3700U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN026P Thin and Light Laptop  (15.6 inch, Black, 1.77 kg, With MS Office)","₹76,090","₹52,990",3.7,148 Ratings & 27 Reviews,",Perfect product!,Highly recommended,Terrific purchase,Highly recommended,Great product,Worthless,Not good,Fabulous!,Horrible,Useless product",30% off,70,31,12,8.0,27,6,4,1
777,"ASUS Vivobook Ultra K14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K14 Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.4 kg, With MS Office)","₹58,990","₹44,980",4.3,7 Ratings & 3 Reviews,",Fabulous!,Good choice,Just okay",23% off,3,3,1,0.0,0,3,0,1
778,"DELL Vostro Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Laptop  (14 Inch, Accent Black, 1.59 Kgs, With MS Office)","₹51,105","₹42,390",3.7,6 Ratings & 1 Reviews,",Delightful",17% off,1,4,0,0.0,1,1,0,1
779,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
780,"ASUS Ryzen 3 Dual Core 7th Gen - (8 GB/256 GB SSD/Windows 11 Home) X512DA-BQ303WS Laptop  (15.6 inch, Peacock Blue, With MS Office)","₹49,500","₹35,100",2.8,"(18,775)",,29% off,6,4,0,0.0,0,0,0,0
781,"HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.69 Kg, With MS Office)","₹60,000","₹56,990",3.7,"(9,041)",,5% off,6,4,0,0.0,0,0,0,0
782,"ASUS Vivobook 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-BQ501WS Laptop  (15.6 inch, Transparent Silver, 1.7 kg, With MS Office)","₹72,990","₹58,899",3.7,(300),,19% off,6,4,0,0.0,0,0,0,0
783,"ASUS ExpertBook B9 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) ExpertBook B9 B9450FA Thin and Light Laptop  (14 inch, Star Black, 0.995 kg)","₹1,41,990","₹1,09,990",4.6,(34),,22% off,6,4,0,0.0,0,0,0,0
784,"MICROSOFT Surface Laptop 3 Ryzen 5 Quad Core 3580U - (8 GB/128 GB SSD/Windows 10 Home) 1873 Laptop  (15 inch, Platinum, 1.54 kg)","₹1,24,999","₹99,990",3.8,9 Ratings & 0 Reviews,,20% off,5,1,1,0.0,2,0,0,0
785,"Vaio E Series Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NE15V2IN006P Thin and Light Laptop  (15.6 inch, Black, 1.77 kg, With MS Office)","₹66,990","₹49,590",4.1,705 Ratings & 141 Reviews,",Amazing laptop!,Value-for-money,Just wow!,Wonderful,Worth the money,Delightful,Awesome buy..., Poor built quality makes it feels like a toy,Really Nice,Wonderful,Worth every penny",25% off,368,192,43,23.0,79,9,1,2
786,"Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 Super Max-Q/144 Hz) 15IMHg05 Gaming Laptop  (15.6 inch, Slate Grey, 2.25 kg, With MS Office)","₹3,49,890","₹2,49,990",4.6,(287),,28% off,368,192,43,23.0,79,0,0,0
787,"ASUS Strix G15 Ryzen 7 Octa Core AMD Ryzen™ 7 4800H 4th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) G513IH-HN084TS Gaming Laptop  (15.6 inch, Black, 2.30 Kg, With MS Office)","₹93,990","₹77,990",4.8,13 Ratings & 3 Reviews,",Value-for-money,Just wow!,Highly recommended",17% off,10,3,0,0.0,0,2,0,2
788,"MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/144 Hz) GP65 Leopard 10SEK-830IN Gaming Laptop  (15.6 inch, Black&Silver, 2.33 kg)","₹1,45,990","₹1,32,490",4.5,730 Ratings & 107 Reviews,",Amazing Laptop with great specs at a good price!,Wonderful,Fabulous!,Wonderful,DON'T BUY IT BEFORE READING MY 2 MONTHS USAGE REVIEW *,Must buy!,Affordable Beast!,Worth every penny,Perfect product!,Must buy!",9% off,513,146,26,12.0,33,6,0,5
789,"HP 15q APU Dual Core A9 A9-9420 - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15q-by002AX Laptop  (15.6 inch, SParkling Black, 1.86 kg)","₹30,217","₹24,990",3.9,"4,521 Ratings & 879 Reviews",",Excellent,Simply awesome,Worth the money,Good,Just okay,Fabulous!,Excellent,Super!,Pretty good,Worth every penny",17% off,"2,090","1,132",591,211.0,497,10,0,1
790,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5502 Thin and Light Laptop  (15.6 inch, Silver, 1.65 kg, With MS Office)","₹78,567","₹69,490",4.4,141 Ratings & 23 Reviews,",Great product,Moderate,Good choice,Highly recommended,Fabulous!,Flipkart Issues.,Super!,Simply awesome,Best in the market!,Fabulous!",11% off,91,28,10,5.0,7,8,0,3
791,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)","₹88,200","₹72,990",4.5,116 Ratings & 8 Reviews,",Excellent,Great product,Slightly disappointed,Utterly Disappointed,Unsatisfactory,Best in the market!,Worth the money,Great product",17% off,85,17,6,2.0,6,5,2,2
792,"MSI Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 MAX Q) GF63 Thin 11SC-852IN Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)","₹89,990","₹71,490",4.6,0,,20% off,85,17,6,2.0,6,0,0,0
793,"Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 15 ITL 05 Thin and Light Laptop  (15.6 Inch, Graphite Grey, 1.66 KG, With MS Office)","₹98,999","₹68,499",5.0,3 Ratings & 0 Reviews,,30% off,3,0,0,0.0,0,0,0,0
794,"ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)","₹81,990","₹56,990",4.6,(300),,30% off,3,0,0,0.0,0,0,0,0
795,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,3,0,0,0.0,0,0,0,0
796,"acer Aspire 5 Core i5 11th Gen - (4 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) A515-56G Thin and Light Laptop  (15.6 inch, Pure Silver, 1.7 kg)","₹57,599","₹57,499",4.0,"(61,939)",,0% off,3,0,0,0.0,0,0,0,0
797,"ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) G513IH-HN081T Gaming Laptop  (15.6 inch, Electro Punk, 2.10 kg)","₹99,990","₹84,999",3.2,(300),,14% off,3,0,0,0.0,0,0,0,0
798,"DELL Ryzen 5 Quad Core - (8 GB/1 TB HDD/256 GB SSD/Windows 10) 3515 Laptop  (15.6 inch, Blue Mist Sparkle, With MS Office)","₹66,560","₹51,490",4.3,3 Ratings & 0 Reviews,,22% off,2,0,1,0.0,0,0,0,0
799,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
800,"MSI GP76 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/240 Hz) GP76 Leopard 11UG-609IN Gaming Laptop  (17.3 inches, Black, 2.9 kg)","₹2,01,990","₹1,79,990",4.4,25 Ratings & 6 Reviews,",Mind-blowing purchase,Mind-blowing purchase,Fabulous!,Terrific purchase,Good",10% off,19,3,0,1.0,2,3,0,3
801,"Avita SATUS Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) NU14A1INC43PN-CS Laptop  (14.1 Inch, Cloud Silver)","₹29,990","₹22,490",4.0,161 Ratings & 25 Reviews,",Pretty good,Mind-blowing purchase,Awesome,Very Good,Awesome,Must buy!,Mind-blowing purchase,Wonderful,Pretty good,Could be way better",25% off,89,33,13,8.0,18,7,0,4
802,"ASUS TUF Gaming F15 (2022) Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) FX577ZM-HQ067WS Gaming Laptop  (15.6 inch, Jaeger Gray, 2.20 kg, With MS Office)","₹1,73,990","₹1,46,990",4.6,0,,15% off,89,33,13,8.0,18,0,0,0
803,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
804,"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) INSPIRON 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","₹78,176","₹63,990",4.2,157 Ratings & 15 Reviews,",Best in the market!,Awesome,Hated it!,Highly recommended,Nice,Terrific,Nice,Terrific,Nice,Useless product",18% off,93,34,13,3.0,14,8,2,1
805,"Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)",0,"₹65,690",4.4,488 Ratings & 43 Reviews,",Simply awesome,Great product,Classy product,Must buy!,Loved it :),Worth the money,Super!,Delightful,Super!,Pretty good",0% off,308,120,24,9.0,27,9,0,2
806,"DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)","₹56,776","₹43,290",3.9,45 Ratings & 5 Reviews,",Really Nice,Perfect product!,Value-for-money,Moderate,Great product",23% off,23,10,2,4.0,6,3,0,3
807,"Avita PURA APU Dual Core A6 9220e - (8 GB/256 GB SSD/Windows 10 Home) NS14A6ING541-IBB Thin and Light Laptop  (14 inches, Ink Black, 1.34 kg)","₹33,490","₹26,490",3.7,"1,739 Ratings & 249 Reviews",",Best in the market!,Highly recommended,Terrific,Worth every penny,Good,Does the job,Best in the market!,Did not meet expectations,Delightful,Good choice",20% off,744,378,257,114.0,246,8,0,3
808,"ASUS ASUS TUF Dash Series Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) FX516PM-HN157TS Gaming Laptop  (15.6 inch, Eclipse Grey, 2. kg, With MS Office)","₹1,29,990","₹88,990",0.0,0,,31% off,744,378,257,114.0,246,0,0,0
809,"ASUS VivoBook 17 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) M712UA-AU521TS Laptop  (17.3 inches, Transparent Silver, 2.30 kg, With MS Office)","₹78,990","₹54,990",2.7,3 Ratings & 0 Reviews,,30% off,1,0,0,1.0,1,0,0,0
810,"Avita Liber Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A2IN244P Thin and Light Laptop  (14 inch, Matt Black, 1.46 kg)","₹79,990","₹73,990",4.6,"(61,939)",,7% off,1,0,0,1.0,1,0,0,0
811,"HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15s-FQ2075TU Thin and Light Laptop  (15.6 inch, Jet Black, 1.69 Kg, With MS Office)","₹51,000","₹45,000",4.2,"1,038 Ratings & 108 Reviews",",Excellent,Delightful,Classy product,Wonderful,Very Good,Best in the market!,Terrific,Useless product,Excellent,Good quality product",11% off,571,300,83,23.0,61,9,1,1
812,"MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65 8RE-084IN Gaming Laptop  (15.6 inch, Black, 1.8 kg)","₹1,69,990","₹1,49,990",4.1,10 Ratings & 3 Reviews,",Highly recommended,Unsatisfactory,Absolute rubbish!",11% off,7,1,0,0.0,2,1,0,3
813,"HP Ryzen 3 Quad Core 5300U - (8 GB/256 GB SSD/Windows 11 Home) 15s- ey2000au Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)",0,"₹47,873",3.1,(51),,0% off,7,1,0,0.0,2,0,0,0
814,"DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop  (14 inch, Pebble Green, 1.56 Kg, With MS Office)","₹1,11,529","₹85,590",4.8,8 Ratings & 1 Reviews,",Wonderful",23% off,6,2,0,0.0,0,1,0,1
815,"Lenovo IdeaPad Gaming 3i Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) IPG3-15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg)","₹1,18,890","₹88,990",4.0,9 Ratings & 3 Reviews,",Super!,Did not meet expectations,Horrible",25% off,6,1,0,0.0,2,1,1,2
816,"Infinix X1 Slim Series Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) XL21 Thin and Light Laptop  (14 inch, Starfall Grey, 1.24 kg)","₹54,999","₹32,990",4.2,242 Ratings & 51 Reviews,",Pretty good,Awesome,Good quality product,Excellent,Brilliant,Brilliant,Wonderful,Value-for-money,Must buy!,Brilliant",40% off,146,52,15,7.0,22,8,0,3
817,"acer Swift 3 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) SF315-52G Laptop  (15.6 inch, Sparkly Silver, 2.1 kg)","₹73,199","₹72,965",4.2,18 Ratings & 6 Reviews,",Worth the money,Highly recommended,Really Nice,Excellent,Excellent,Pretty good",0% off,10,6,0,0.0,2,6,0,1
818,"DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) D560815WIN9B Laptop  (15.6 inch, Carbon Black, With MS Office)","₹47,990","₹41,990",3.5,(51),,12% off,10,6,0,0.0,2,0,0,0
819,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,10,6,0,0.0,2,0,0,0
820,"ASUS Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin and Light Laptop  (14 inch, Indie Black, 1.40 kg, With MS Office)","₹58,990","₹44,990",4.6,(300),,23% off,10,6,0,0.0,2,0,0,0
821,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5502 Thin and Light Laptop  (15.6 inch, Silver, 1.65 kg, With MS Office)","₹78,567","₹69,490",4.4,141 Ratings & 23 Reviews,",Great product,Moderate,Good choice,Highly recommended,Fabulous!,Flipkart Issues.,Super!,Simply awesome,Best in the market!,Fabulous!",11% off,91,28,10,5.0,7,8,0,3
822,"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dv0543TU Thin and Light Laptop  (14 Inch, Natural Silver, 1.41 Kg, With MS Office)","₹68,000","₹63,500",4.4,424 Ratings & 48 Reviews,",Nice product,Simply awesome,Good choice,Terrific purchase,Fabulous!,Simply awesome,Simply awesome,Highly recommended,Classy product,Does the job",6% off,255,120,28,3.0,18,9,0,2
823,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
824,"HP 15q APU Dual Core A9 A9-9420 - (4 GB/1 TB HDD/Windows 10 Home/2 GB Graphics) 15q-by002AX Laptop  (15.6 inch, SParkling Black, 1.86 kg)","₹30,217","₹24,990",3.9,"4,521 Ratings & 879 Reviews",",Excellent,Simply awesome,Worth the money,Good,Just okay,Fabulous!,Excellent,Super!,Pretty good,Worth every penny",17% off,"2,090","1,132",591,211.0,497,10,0,1
825,"DELL Inspiron 13 5000 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home/2 GB Graphics) 5370 Thin and Light Laptop  (13 inch, Platinum Silver, 1.4 kg, With MS Office)","₹89,990","₹78,999",4.2,124 Ratings & 20 Reviews,",Nice product with average screen,Perfect product,Worth every penny,Excellent,Super!,Not good,Really Nice,Worst experience ever!,Pretty good,Not As Expected",12% off,79,23,6,2.0,14,7,2,2
826,"Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) ThinkPad X1 Carbon Thin and Light Laptop  (14 inch, Black, 1.09 kg)","₹2,14,760","₹2,05,000",4.1,"(61,939)",,4% off,79,23,6,2.0,14,0,0,0
827,"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","₹2,24,490","₹1,57,990",4.6,10 Ratings & 0 Reviews,,29% off,6,4,0,0.0,0,0,0,0
828,"Lenovo IdeaPad 3 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN||81WB0112IN||81WB0158IN Thin and Light Laptop  (15.6 inch, Platinum Grey, 1.7 kg, With MS Office)","₹50,990","₹37,990",4.4,781 Ratings & 66 Reviews,",Highly recommended,Decent product,Excellent,Wonderful,Simply awesome,Worth the money,Super!,Terrific,Worth the money,Nice product",25% off,467,212,56,11.0,35,9,0,2
829,"acer Swift 5 Core i5 11th Gen Intel EVO - (8 GB/512 GB SSD/Windows 10 Home) SF514-55TA Thin and Light Laptop  (14 inch, Mist Green, 1.05 kg)","₹95,000","₹76,500",4.5,70 Ratings & 16 Reviews,",Just wow!,Good one !!!!,Just okay,Just wow!,Worth every penny,Wonderful,Must buy!,Best in the market!,Just wow!,Wonderful",19% off,51,11,2,1.0,5,9,0,2
830,"ASUS Vivobook Ultra K14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K14 Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.4 kg, With MS Office)","₹58,990","₹44,980",4.3,7 Ratings & 3 Reviews,",Fabulous!,Good choice,Just okay",23% off,3,3,1,0.0,0,3,0,1
831,"ASUS Zenbook 14X (2022) Space Edition Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home) UX5401ZAS-KN711WS Thin and Light Laptop  (14 inch, Titanium, 1.40 kg, With MS Office)","₹1,64,990","₹1,34,990",4.0,3 Ratings & 1 Reviews,",Just okay",18% off,1,1,1,0.0,0,1,0,1
832,"Lenovo IdeaPad 1 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 10 Home) 11IGL05 Thin and Light Laptop  (11.6 inch, Platinum Grey, 1.2 kg, With MS Office)","₹40,490","₹28,990",3.9,394 Ratings & 38 Reviews,",Must buy!,Fabulous!,Highly recommended,Wonderful,Worthless,Horrible,Just wow!,Mind-blowing purchase,Useless product,Just wow!",28% off,184,93,46,18.0,53,5,3,3
833,"ASUS Vivobook 15 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) X1502ZA-BQ501WS Laptop  (15.6 inch, Transparent Silver, 1.7 kg, With MS Office)","₹72,990","₹58,899",3.7,(300),,19% off,184,93,46,18.0,53,0,0,0
834,"ASUS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) X515JF-BQ521T Thin and Light Laptop  (15.6 inch, Slate Grey, 1.80 Kg)","₹64,990","₹51,990",4.2,73 Ratings & 6 Reviews,",Decent product,Must buy!,Highly recommended,Worth the money,Terrific",20% off,38,23,6,2.0,4,3,0,3
835,"ASUS ZenBook Duo Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) UX481FL-HJ143TS Thin and Light Laptop  (14 inch, Celestial Blue, 1.60 kg, With MS Office)","₹1,46,990","₹1,24,990",4.4,18 Ratings & 1 Reviews,",Perfect product!",14% off,14,2,0,0.0,2,1,0,1
836,"ASUS Ryzen 3 Dual Core 3250U - (4 GB/256 GB SSD/Windows 10 Home) M515DA-EJ312TSM515D Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)","₹37,990","₹32,990",4.3,206 Ratings & 33 Reviews,",Worth every penny,Terrific purchase,Wonderful,Delightful,Nice product,Does the job,Mind-blowing purchase,Nice product,Wonderful,Fabulous!",13% off,120,55,13,5.0,13,8,0,3
837,"Lenovo Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) Ideapad 3 15IML05 Laptop  (15.6 inch, Platinum Grey, With MS Office)","₹55,890","₹38,990",4.3,6 Ratings & 1 Reviews,",Highly recommended",30% off,5,0,0,0.0,1,1,0,1
838,"Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 2080 Super Max-Q/144 Hz) 15IMHg05 Gaming Laptop  (15.6 inch, Slate Grey, 2.25 kg, With MS Office)","₹3,49,890","₹2,49,990",4.6,(287),,28% off,5,0,0,0.0,1,0,0,0
839,"MSI GP65 Leopard Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060/144 Hz) GP65 Leopard 10SEK-830IN Gaming Laptop  (15.6 inch, Black&Silver, 2.33 kg)","₹1,45,990","₹1,32,490",4.5,730 Ratings & 107 Reviews,",Amazing Laptop with great specs at a good price!,Wonderful,Fabulous!,Wonderful,DON'T BUY IT BEFORE READING MY 2 MONTHS USAGE REVIEW *,Must buy!,Affordable Beast!,Worth every penny,Perfect product!,Must buy!",9% off,513,146,26,12.0,33,6,0,5
840,"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)","₹88,200","₹72,990",4.5,116 Ratings & 8 Reviews,",Excellent,Great product,Slightly disappointed,Utterly Disappointed,Unsatisfactory,Best in the market!,Worth the money,Great product",17% off,85,17,6,2.0,6,5,2,2
841,"Lenovo Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad 3 15ITL6 Laptop  (15.6 inch, Arctic Grey, With MS Office)","₹59,990","₹45,980",0.0,0,,23% off,85,17,6,2.0,6,0,0,0
842,"DELL Inspiron Core i5 11th Gen - (4 GB/1 TB HDD/256 GB SSD/Windows 10 Home) Inspiron 3501 Thin and Light Laptop  (15.6 inch, Softmint, 1.83 kg, With MS Office)","₹61,990","₹57,990",4.3,118 Ratings & 9 Reviews,",Super!,Very Good,Not recommended at all,Simply awesome,Mind-blowing purchase,Fair,Worth the money,Just okay,Classy product",6% off,77,23,7,4.0,7,7,1,2
843,"Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 Inch, Shadow Black, 2.25 kg)","₹76,890","₹50,990",4.6,0,,33% off,77,23,7,4.0,7,0,0,0
844,"acer Aspire 5 Core i5 8th Gen - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/2 GB Graphics) A515-52G-580Q Thin and Light Laptop  (15.6 inch, Silver, 1.8 kg, With MS Office)","₹62,511","₹59,990",4.0,118 Ratings & 27 Reviews,",Avarage,Simply awesome,Highly recommended,Super!,Terrific,Awesome,Perfect product!,Terrible product,Pretty good,Great product",4% off,61,29,13,2.0,13,8,1,2
845,"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home) 15ALC05 A|| 15ALC05 B Thin and Light Laptop  (15.6 inch, Graphite Grey, 1.66 kg, With MS Office)","₹93,690","₹84,999",4.4,248 Ratings & 33 Reviews,",Highly recommended,Terrific purchase,Good choice,Super!,Super!,Mind-blowing purchase,Best in the market!,Perfect product!,Excellent,Best in the market!",9% off,157,57,15,2.0,17,9,0,2
846,"Lenovo Ideapad Flex 5 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) Ideapad Flex 5 14LT05 UA 2 in 1 Laptop  (14 inch, Graphite Grey, 1.5 kg, With MS Office)","₹71,000","₹57,150",4.4,313 Ratings & 42 Reviews,",Wonderful,Excellent,Simply awesome,Very Good,Terrific purchase,Classy product,Highly recommended,Terrific purchase,Delightful,Expected a better product",19% off,207,69,17,3.0,17,10,0,1
847,"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","₹1,53,490","₹1,15,990",4.1,32 Ratings & 7 Reviews,",Value-for-money,Fabulous!,Perfect product!,Slightly disappointed,Decent product,Does the job",24% off,13,13,4,1.0,1,2,1,4
